user_id,product_id,category,brand,price,rating,purchase_count
815,ELECTRO_7938,accessories,samsung,81030,2,4
154,ELECTRO_4313,camera,hp,72858,4,9
2130,ELECTRO_4919,camera,oneplus,11335,1,5
1824,ELECTRO_8450,headphones,xiaomi,106515,1,4
1378,ELECTRO_2330,headphones,samsung,28085,5,3
2335,ELECTRO_6985,tablet,xiaomi,94813,1,10
668,ELECTRO_2329,smartwatch,boat,101513,1,3
1450,ELECTRO_8163,headphones,sony,63181,5,3
187,ELECTRO_5463,mobile,apple,108095,1,8
1473,ELECTRO_5714,smartwatch,samsung,89792,5,2
319,ELECTRO_9475,mobile,boat,126451,4,4
1096,ELECTRO_8191,laptop,samsung,128280,1,1
1193,ELECTRO_6915,camera,hp,148570,2,10
690,ELECTRO_9256,tablet,boat,64568,4,1
1053,ELECTRO_4927,mobile,sony,116662,5,7
1388,ELECTRO_9345,laptop,realme,44522,4,0
2838,ELECTRO_1528,headphones,realme,16104,5,0
177,ELECTRO_9092,camera,apple,77397,3,2
1833,ELECTRO_5834,laptop,realme,10533,1,1
1785,ELECTRO_4545,headphones,lenovo,62639,1,9
1876,ELECTRO_5930,tablet,xiaomi,59182,4,2
1538,ELECTRO_9050,headphones,xiaomi,67619,1,1
2619,ELECTRO_3049,laptop,dell,129207,5,4
253,ELECTRO_2397,smartwatch,boat,42023,2,10
2585,ELECTRO_6650,camera,xiaomi,143689,3,3
828,ELECTRO_7208,smartwatch,xiaomi,73978,4,10
2609,ELECTRO_4785,mobile,boat,146702,1,2
618,ELECTRO_7547,accessories,boat,26423,4,9
1580,ELECTRO_6690,camera,realme,144059,5,1
1618,ELECTRO_3982,mobile,realme,19397,2,2
1227,ELECTRO_5605,smartwatch,boat,86562,5,0
2323,ELECTRO_4107,accessories,oneplus,110341,5,4
912,ELECTRO_2917,tablet,oneplus,45400,3,10
614,ELECTRO_7644,camera,apple,72755,4,7
1664,ELECTRO_7077,mobile,realme,128955,1,4
1990,ELECTRO_6414,camera,sony,103814,3,1
625,ELECTRO_1560,accessories,dell,140282,3,1
360,ELECTRO_4669,mobile,realme,115280,4,1
2169,ELECTRO_8492,smartwatch,hp,42037,2,6
150,ELECTRO_5104,smartwatch,samsung,58649,3,2
2946,ELECTRO_2450,camera,sony,44949,1,1
2790,ELECTRO_5814,camera,boat,122666,3,1
2666,ELECTRO_1056,tablet,dell,76587,2,5
1437,ELECTRO_6712,smartwatch,hp,143126,1,2
1874,ELECTRO_9970,accessories,xiaomi,61065,5,2
2615,ELECTRO_4961,camera,oneplus,31334,2,7
1077,ELECTRO_2399,headphones,realme,142685,1,8
1381,ELECTRO_9656,tablet,boat,89873,5,6
977,ELECTRO_3510,mobile,samsung,39291,4,9
195,ELECTRO_6911,accessories,apple,142897,5,1
1486,ELECTRO_6364,laptop,lenovo,65508,1,8
2607,ELECTRO_7901,accessories,xiaomi,69934,5,5
2214,ELECTRO_2627,camera,lenovo,87734,4,2
1527,ELECTRO_8893,tablet,realme,5311,2,8
2674,ELECTRO_2492,mobile,samsung,98105,4,2
809,ELECTRO_4004,mobile,hp,58493,3,6
2759,ELECTRO_8910,accessories,xiaomi,36417,3,2
1238,ELECTRO_8253,smartwatch,xiaomi,108514,3,10
1792,ELECTRO_4739,mobile,dell,113250,5,6
2016,ELECTRO_9469,laptop,apple,80528,5,9
2892,ELECTRO_1399,camera,lenovo,140023,5,7
1380,ELECTRO_6898,accessories,xiaomi,36035,3,8
2867,ELECTRO_6212,laptop,xiaomi,130168,5,4
2117,ELECTRO_2024,accessories,sony,24671,3,4
1093,ELECTRO_1123,headphones,oneplus,55337,1,6
1130,ELECTRO_7598,laptop,oneplus,68553,3,6
1569,ELECTRO_5846,headphones,apple,58828,4,9
2,ELECTRO_3040,camera,realme,80439,3,3
2310,ELECTRO_8515,headphones,oneplus,2327,4,2
2231,ELECTRO_7814,tablet,oneplus,114140,5,0
2731,ELECTRO_1435,tablet,hp,29457,2,9
94,ELECTRO_3468,laptop,samsung,145802,3,0
1723,ELECTRO_1620,mobile,boat,63544,5,8
2674,ELECTRO_9550,mobile,oneplus,47490,4,4
2117,ELECTRO_6037,mobile,lenovo,127008,3,9
863,ELECTRO_5394,accessories,dell,62387,1,0
85,ELECTRO_4451,tablet,sony,33982,4,4
2010,ELECTRO_1836,camera,hp,2272,2,0
821,ELECTRO_8204,tablet,dell,81063,3,8
879,ELECTRO_8881,camera,lenovo,28142,4,2
2257,ELECTRO_2928,headphones,samsung,86063,4,10
1406,ELECTRO_4637,headphones,hp,76874,3,8
2336,ELECTRO_4972,tablet,oneplus,130036,4,9
318,ELECTRO_6396,smartwatch,lenovo,47464,4,9
1969,ELECTRO_3532,accessories,samsung,25136,2,9
2728,ELECTRO_4201,mobile,realme,119148,4,8
1658,ELECTRO_9240,smartwatch,hp,63433,5,6
1186,ELECTRO_5913,camera,xiaomi,86042,3,6
907,ELECTRO_2133,smartwatch,lenovo,108882,5,6
1010,ELECTRO_3127,headphones,apple,126649,2,5
1349,ELECTRO_1901,laptop,hp,116547,3,9
2596,ELECTRO_8755,camera,lenovo,70259,3,2
2635,ELECTRO_6888,accessories,lenovo,141717,4,7
656,ELECTRO_1128,laptop,dell,131453,4,3
2334,ELECTRO_1636,camera,boat,44367,2,6
1105,ELECTRO_1658,smartwatch,oneplus,133660,2,3
1538,ELECTRO_5938,tablet,sony,35551,5,4
2359,ELECTRO_1521,accessories,dell,148151,1,5
2909,ELECTRO_8861,accessories,hp,121855,3,4
1585,ELECTRO_2768,accessories,samsung,131068,3,7
28,ELECTRO_5037,headphones,boat,142651,1,3
251,ELECTRO_2259,laptop,xiaomi,134182,2,1
2522,ELECTRO_6140,laptop,boat,104334,3,8
370,ELECTRO_1928,camera,dell,27826,3,1
2321,ELECTRO_7523,accessories,dell,72252,5,8
1489,ELECTRO_2193,mobile,oneplus,68429,1,6
2517,ELECTRO_7143,smartwatch,apple,134506,2,3
2091,ELECTRO_2173,headphones,hp,112570,3,2
1404,ELECTRO_8039,laptop,samsung,25342,1,4
2183,ELECTRO_4271,tablet,apple,125131,4,5
737,ELECTRO_1459,laptop,hp,84802,2,3
1665,ELECTRO_4871,accessories,apple,102247,5,10
737,ELECTRO_8392,tablet,apple,123255,4,10
2597,ELECTRO_9652,mobile,dell,3905,2,6
403,ELECTRO_4860,mobile,hp,999,2,10
490,ELECTRO_4811,tablet,samsung,149293,5,9
1516,ELECTRO_9332,laptop,apple,67721,4,0
2854,ELECTRO_4128,smartwatch,dell,136473,4,10
2074,ELECTRO_1094,camera,sony,74030,2,6
661,ELECTRO_4321,laptop,dell,51366,3,10
2724,ELECTRO_9601,headphones,dell,80465,1,1
1206,ELECTRO_8149,smartwatch,xiaomi,76412,2,0
1040,ELECTRO_9302,camera,realme,47977,1,7
2006,ELECTRO_3865,laptop,boat,70372,4,0
1897,ELECTRO_1700,headphones,xiaomi,137279,4,8
595,ELECTRO_4887,camera,hp,52306,2,2
1371,ELECTRO_4398,smartwatch,hp,34763,3,8
1261,ELECTRO_3378,tablet,hp,27300,4,7
2497,ELECTRO_4076,smartwatch,sony,48977,3,6
2411,ELECTRO_1397,camera,oneplus,106373,1,3
756,ELECTRO_9100,mobile,lenovo,42201,5,7
2449,ELECTRO_8092,camera,apple,60378,2,4
2812,ELECTRO_1764,accessories,apple,43669,5,0
815,ELECTRO_3690,headphones,sony,49858,5,10
2164,ELECTRO_6144,camera,boat,128521,2,2
1623,ELECTRO_6293,laptop,realme,146804,1,4
2202,ELECTRO_7409,headphones,dell,100815,1,0
1949,ELECTRO_3278,smartwatch,dell,10071,5,6
1667,ELECTRO_8312,tablet,hp,126190,1,8
2726,ELECTRO_4620,smartwatch,oneplus,51271,2,8
2582,ELECTRO_2295,laptop,xiaomi,1712,4,6
1703,ELECTRO_1197,tablet,apple,78648,5,4
1783,ELECTRO_9322,smartwatch,lenovo,8228,5,3
1244,ELECTRO_6736,tablet,sony,76606,4,9
2214,ELECTRO_9525,laptop,lenovo,3883,5,7
1160,ELECTRO_6800,smartwatch,apple,145320,4,4
1792,ELECTRO_2595,headphones,xiaomi,4345,1,1
255,ELECTRO_1915,camera,sony,89064,4,5
2288,ELECTRO_8052,camera,lenovo,36182,5,8
1443,ELECTRO_5951,accessories,samsung,104561,5,2
1587,ELECTRO_6457,smartwatch,lenovo,1949,1,6
1366,ELECTRO_2959,mobile,dell,90228,2,3
1570,ELECTRO_1404,laptop,realme,6279,1,4
1897,ELECTRO_7474,tablet,dell,32472,5,7
853,ELECTRO_1822,laptop,apple,105869,1,4
2623,ELECTRO_7712,camera,lenovo,77291,5,2
349,ELECTRO_1172,camera,lenovo,81377,1,4
2901,ELECTRO_8966,headphones,lenovo,65885,3,0
534,ELECTRO_4736,tablet,oneplus,147927,1,4
1981,ELECTRO_3386,tablet,boat,145168,3,3
278,ELECTRO_6997,camera,realme,123743,3,4
1847,ELECTRO_6916,camera,realme,44916,2,5
1173,ELECTRO_7974,mobile,xiaomi,66769,1,4
487,ELECTRO_7582,smartwatch,apple,93836,2,0
1322,ELECTRO_7792,laptop,apple,30044,2,4
88,ELECTRO_9624,accessories,apple,114733,2,2
1077,ELECTRO_1941,headphones,lenovo,134305,4,1
2953,ELECTRO_8808,mobile,boat,100855,2,0
449,ELECTRO_5445,accessories,boat,19600,2,2
1417,ELECTRO_5164,laptop,samsung,108481,2,9
2886,ELECTRO_7558,camera,dell,34714,5,0
2144,ELECTRO_9506,tablet,lenovo,93102,1,7
38,ELECTRO_9110,accessories,hp,112254,3,6
1785,ELECTRO_5913,headphones,sony,147571,4,0
2134,ELECTRO_4387,tablet,oneplus,137745,5,3
2609,ELECTRO_7814,laptop,dell,133840,2,1
1011,ELECTRO_9225,smartwatch,samsung,73000,3,8
1117,ELECTRO_4494,headphones,samsung,82533,2,7
2553,ELECTRO_3125,camera,xiaomi,140790,2,8
1667,ELECTRO_5564,mobile,sony,133502,4,8
619,ELECTRO_8009,camera,apple,30323,1,2
2271,ELECTRO_8055,accessories,sony,8221,4,1
2774,ELECTRO_8291,smartwatch,apple,123130,1,10
788,ELECTRO_6134,headphones,boat,69750,4,9
2912,ELECTRO_6751,tablet,samsung,79171,3,6
1358,ELECTRO_7056,mobile,sony,5177,5,8
2108,ELECTRO_7349,camera,samsung,138456,2,4
46,ELECTRO_2435,laptop,oneplus,46455,5,0
735,ELECTRO_4556,tablet,boat,21434,5,3
2507,ELECTRO_4466,laptop,lenovo,80213,1,4
2659,ELECTRO_7618,smartwatch,realme,84168,2,4
854,ELECTRO_1557,headphones,boat,144817,3,0
2319,ELECTRO_2818,tablet,sony,62198,5,0
510,ELECTRO_8370,tablet,oneplus,68936,1,4
260,ELECTRO_5913,camera,oneplus,120338,2,2
1082,ELECTRO_1629,mobile,realme,33391,2,1
2975,ELECTRO_9322,laptop,xiaomi,39545,1,6
2234,ELECTRO_5387,smartwatch,xiaomi,138985,5,6
2545,ELECTRO_2339,smartwatch,xiaomi,92132,2,6
594,ELECTRO_6628,smartwatch,hp,126878,5,1
2181,ELECTRO_2257,headphones,sony,8090,3,3
62,ELECTRO_8683,laptop,boat,51004,2,0
2707,ELECTRO_4658,camera,boat,119422,4,1
2613,ELECTRO_4795,smartwatch,boat,12496,5,4
2645,ELECTRO_9759,camera,xiaomi,95224,4,9
2267,ELECTRO_9442,smartwatch,hp,72586,3,0
1359,ELECTRO_9712,tablet,realme,56781,2,9
819,ELECTRO_5931,mobile,dell,113456,4,7
1979,ELECTRO_3471,laptop,xiaomi,68378,5,5
941,ELECTRO_7585,headphones,apple,60930,1,5
514,ELECTRO_5807,headphones,realme,36515,1,1
1707,ELECTRO_3811,smartwatch,sony,35776,1,9
1432,ELECTRO_6764,camera,samsung,119823,4,8
2702,ELECTRO_2542,mobile,realme,9669,2,6
129,ELECTRO_3073,laptop,sony,120819,5,9
1410,ELECTRO_7756,accessories,apple,27225,1,5
912,ELECTRO_6836,accessories,samsung,125354,2,4
2559,ELECTRO_4689,tablet,hp,125707,2,4
35,ELECTRO_3997,camera,realme,5551,1,8
2849,ELECTRO_2214,headphones,lenovo,49246,5,3
615,ELECTRO_5602,camera,lenovo,17995,4,3
1461,ELECTRO_1509,mobile,sony,26338,2,6
1565,ELECTRO_3593,tablet,hp,117896,1,2
875,ELECTRO_2333,mobile,xiaomi,68844,4,1
40,ELECTRO_1141,mobile,sony,58794,5,7
1580,ELECTRO_7300,mobile,samsung,143273,2,9
460,ELECTRO_4088,accessories,apple,49762,5,7
2862,ELECTRO_8096,mobile,samsung,138001,1,7
51,ELECTRO_7398,headphones,lenovo,46879,5,9
1969,ELECTRO_7201,headphones,dell,110397,1,2
1637,ELECTRO_1843,mobile,apple,65797,2,2
350,ELECTRO_5738,headphones,lenovo,39488,5,9
1358,ELECTRO_1520,mobile,dell,39673,3,9
1849,ELECTRO_5393,mobile,sony,19416,2,10
2016,ELECTRO_9148,headphones,hp,136319,1,0
1533,ELECTRO_5024,smartwatch,xiaomi,57344,4,5
269,ELECTRO_1326,smartwatch,boat,87457,4,9
669,ELECTRO_8134,smartwatch,samsung,108802,3,2
1474,ELECTRO_8788,camera,dell,56925,5,3
1890,ELECTRO_4545,laptop,dell,86191,2,0
377,ELECTRO_6101,tablet,xiaomi,71245,1,9
954,ELECTRO_7539,camera,apple,126189,2,0
761,ELECTRO_6089,headphones,boat,38109,5,2
138,ELECTRO_1250,smartwatch,samsung,110098,5,6
2676,ELECTRO_8930,camera,samsung,72578,1,10
508,ELECTRO_4376,tablet,boat,112223,2,6
2461,ELECTRO_4759,smartwatch,samsung,38576,3,2
892,ELECTRO_4473,camera,boat,65962,2,8
513,ELECTRO_8620,headphones,hp,98209,3,10
885,ELECTRO_1808,laptop,apple,111532,2,3
760,ELECTRO_4678,mobile,oneplus,116047,4,7
726,ELECTRO_8024,accessories,sony,6888,3,4
2772,ELECTRO_3609,mobile,realme,92167,3,0
1979,ELECTRO_3712,accessories,oneplus,139195,1,3
21,ELECTRO_4318,accessories,xiaomi,105244,4,3
687,ELECTRO_2928,headphones,xiaomi,14275,3,6
1684,ELECTRO_8702,camera,boat,52791,5,1
1391,ELECTRO_6257,laptop,boat,93509,4,10
2493,ELECTRO_9635,laptop,lenovo,128902,1,0
1123,ELECTRO_8346,smartwatch,lenovo,135327,4,1
629,ELECTRO_2336,smartwatch,sony,22638,2,8
850,ELECTRO_2976,accessories,sony,97432,5,7
1416,ELECTRO_7721,camera,boat,124433,2,10
857,ELECTRO_9013,smartwatch,lenovo,61753,3,6
2463,ELECTRO_3992,tablet,dell,36860,2,10
1636,ELECTRO_8592,mobile,oneplus,97702,2,0
2840,ELECTRO_6587,laptop,hp,84617,2,0
571,ELECTRO_9497,mobile,apple,45817,5,4
1249,ELECTRO_1786,accessories,oneplus,33785,2,1
282,ELECTRO_4922,laptop,realme,64071,3,5
2724,ELECTRO_7170,laptop,oneplus,117623,3,5
942,ELECTRO_5567,laptop,hp,59624,4,8
1305,ELECTRO_2454,accessories,boat,134591,5,5
565,ELECTRO_8773,mobile,dell,37283,3,8
1754,ELECTRO_9312,tablet,hp,147679,1,5
7,ELECTRO_5921,laptop,lenovo,135833,1,0
2505,ELECTRO_9479,smartwatch,samsung,143679,4,2
1050,ELECTRO_1843,mobile,boat,140136,3,6
1730,ELECTRO_8462,headphones,oneplus,42625,5,9
1530,ELECTRO_3715,headphones,dell,147561,2,6
1049,ELECTRO_5705,smartwatch,dell,17344,4,10
130,ELECTRO_2796,smartwatch,lenovo,112130,2,7
1024,ELECTRO_6410,accessories,samsung,16693,2,3
1549,ELECTRO_6171,accessories,realme,27116,5,9
67,ELECTRO_9332,headphones,dell,106284,3,4
1407,ELECTRO_1381,smartwatch,xiaomi,130586,1,1
2796,ELECTRO_3194,accessories,dell,146967,5,4
11,ELECTRO_5638,camera,sony,136101,4,7
1516,ELECTRO_9754,smartwatch,samsung,105695,4,3
1352,ELECTRO_7965,smartwatch,apple,20264,5,2
2437,ELECTRO_4679,smartwatch,xiaomi,18154,2,8
2953,ELECTRO_1614,smartwatch,sony,109951,1,7
1870,ELECTRO_9458,laptop,boat,3725,5,3
660,ELECTRO_1459,tablet,samsung,136958,3,10
2838,ELECTRO_6411,laptop,sony,135419,3,7
1579,ELECTRO_1475,headphones,oneplus,63552,3,5
855,ELECTRO_5813,camera,dell,45967,3,7
1708,ELECTRO_5743,laptop,samsung,18788,2,3
1440,ELECTRO_1185,camera,oneplus,97608,3,5
1848,ELECTRO_1558,headphones,hp,53167,5,2
165,ELECTRO_4832,smartwatch,hp,8486,4,1
1749,ELECTRO_3232,headphones,realme,44557,5,8
908,ELECTRO_6111,laptop,apple,107515,4,3
1802,ELECTRO_9506,laptop,oneplus,98744,1,3
1009,ELECTRO_6807,smartwatch,apple,91651,2,2
2813,ELECTRO_7413,laptop,boat,15486,2,4
1524,ELECTRO_7259,headphones,lenovo,90778,3,4
1793,ELECTRO_9227,tablet,oneplus,133053,2,1
199,ELECTRO_5001,camera,oneplus,30129,2,8
720,ELECTRO_2358,accessories,sony,37515,5,3
2502,ELECTRO_4940,tablet,realme,75150,4,0
2771,ELECTRO_6292,mobile,xiaomi,149728,1,5
2468,ELECTRO_7889,smartwatch,dell,73362,2,5
2245,ELECTRO_5768,laptop,apple,146964,2,0
1288,ELECTRO_1252,tablet,sony,9174,1,8
438,ELECTRO_2633,camera,realme,12592,1,9
1823,ELECTRO_5198,accessories,oneplus,96330,4,7
1721,ELECTRO_9786,smartwatch,sony,142692,3,4
612,ELECTRO_9355,tablet,samsung,25674,2,7
2836,ELECTRO_4874,mobile,samsung,71798,1,8
707,ELECTRO_6707,headphones,hp,36193,2,1
2295,ELECTRO_5999,tablet,sony,38791,5,8
170,ELECTRO_7347,tablet,apple,72387,2,6
1864,ELECTRO_1834,headphones,hp,19573,2,0
852,ELECTRO_2361,smartwatch,samsung,32675,5,0
1173,ELECTRO_2727,smartwatch,realme,20009,3,8
1652,ELECTRO_7042,smartwatch,hp,5150,5,8
2538,ELECTRO_6036,accessories,samsung,121368,3,7
1100,ELECTRO_8725,smartwatch,oneplus,1882,3,0
750,ELECTRO_8683,smartwatch,hp,15847,1,8
612,ELECTRO_8600,mobile,oneplus,114322,2,4
1386,ELECTRO_7455,mobile,dell,53485,5,9
1076,ELECTRO_9100,headphones,apple,121577,3,1
446,ELECTRO_6179,camera,lenovo,120251,5,5
2244,ELECTRO_1254,camera,lenovo,146921,3,3
2352,ELECTRO_2873,camera,lenovo,121676,3,2
39,ELECTRO_1018,smartwatch,samsung,40267,1,2
1287,ELECTRO_9196,mobile,samsung,131230,3,5
1527,ELECTRO_8438,laptop,boat,60213,3,7
2387,ELECTRO_7859,accessories,boat,109836,2,2
779,ELECTRO_5788,tablet,lenovo,148828,3,3
1827,ELECTRO_8873,mobile,sony,72760,1,1
1692,ELECTRO_9186,mobile,dell,92701,5,8
2681,ELECTRO_2221,tablet,apple,31477,1,2
2700,ELECTRO_5585,mobile,samsung,91451,2,3
1932,ELECTRO_5924,tablet,apple,132296,4,9
2149,ELECTRO_2507,accessories,realme,38752,4,0
2091,ELECTRO_1745,tablet,xiaomi,85684,2,7
2540,ELECTRO_5529,camera,realme,110941,4,8
187,ELECTRO_4517,accessories,boat,25073,4,7
914,ELECTRO_4362,mobile,hp,26347,5,8
914,ELECTRO_8109,camera,hp,125085,1,7
1680,ELECTRO_2644,camera,apple,10331,1,10
541,ELECTRO_5759,laptop,samsung,31567,3,2
2449,ELECTRO_4196,mobile,hp,20068,5,3
1318,ELECTRO_7566,laptop,dell,4644,3,4
2944,ELECTRO_6000,accessories,hp,117228,4,3
1923,ELECTRO_2204,laptop,hp,91848,3,6
2422,ELECTRO_4322,laptop,dell,48894,3,9
260,ELECTRO_6690,accessories,dell,130309,2,10
2251,ELECTRO_3688,camera,hp,38246,2,5
1910,ELECTRO_8638,mobile,hp,19807,5,10
517,ELECTRO_2062,smartwatch,apple,126699,2,7
538,ELECTRO_7868,tablet,hp,137221,2,0
2570,ELECTRO_6120,laptop,realme,142289,5,10
1149,ELECTRO_7432,laptop,hp,34250,2,0
489,ELECTRO_9400,mobile,hp,141600,2,8
24,ELECTRO_9331,laptop,apple,5149,2,2
1375,ELECTRO_8174,mobile,apple,139529,5,2
1125,ELECTRO_5743,laptop,xiaomi,122364,5,4
129,ELECTRO_8614,laptop,samsung,144480,5,1
20,ELECTRO_2232,smartwatch,boat,42314,3,10
831,ELECTRO_6575,camera,boat,95583,1,2
1098,ELECTRO_9670,laptop,hp,51017,2,0
2669,ELECTRO_2302,headphones,realme,126801,1,2
2871,ELECTRO_2151,accessories,boat,65599,4,10
2265,ELECTRO_6572,headphones,realme,103733,3,2
725,ELECTRO_4636,camera,samsung,116658,3,9
217,ELECTRO_8845,headphones,realme,99334,3,6
130,ELECTRO_2788,headphones,xiaomi,84451,1,10
31,ELECTRO_6461,smartwatch,sony,133874,1,0
1158,ELECTRO_6634,laptop,samsung,37787,4,10
1912,ELECTRO_1548,accessories,apple,28606,4,7
1621,ELECTRO_3973,camera,hp,128434,1,0
531,ELECTRO_7956,headphones,samsung,112195,3,6
2453,ELECTRO_3582,tablet,apple,10179,3,1
161,ELECTRO_9386,tablet,sony,118604,1,5
1621,ELECTRO_8346,tablet,boat,131037,4,10
2302,ELECTRO_5330,smartwatch,lenovo,31768,2,10
1854,ELECTRO_5230,camera,hp,106314,3,1
589,ELECTRO_9291,accessories,realme,93962,1,9
1259,ELECTRO_3730,camera,hp,106320,5,7
2428,ELECTRO_9392,smartwatch,apple,99605,5,10
1275,ELECTRO_5388,headphones,dell,89237,4,6
827,ELECTRO_1170,smartwatch,sony,51723,4,4
2099,ELECTRO_9785,smartwatch,sony,57143,5,8
1979,ELECTRO_7942,laptop,boat,59468,2,6
1528,ELECTRO_5404,accessories,samsung,78306,3,3
723,ELECTRO_2745,camera,xiaomi,64801,2,9
1747,ELECTRO_4529,headphones,samsung,139533,2,3
2646,ELECTRO_7449,laptop,oneplus,41826,1,6
379,ELECTRO_5076,laptop,dell,27995,1,10
1463,ELECTRO_7570,smartwatch,hp,95806,5,1
2957,ELECTRO_3517,accessories,dell,118334,5,5
2559,ELECTRO_3209,tablet,realme,13137,2,4
70,ELECTRO_7615,accessories,dell,98533,4,5
1146,ELECTRO_6697,tablet,dell,92225,5,4
2776,ELECTRO_5435,mobile,realme,56058,5,7
2948,ELECTRO_2922,tablet,boat,85486,4,8
33,ELECTRO_9340,camera,hp,37590,1,0
