user_id,product_id,category,brand,price,rating,purchase_count,text_feature,rating_norm,purchase_norm,value_for_money,value_norm,price_norm
815,ELECTRO_5102,laptop,samsung,3930,2,1,laptop samsung,0.25,0.1,0.0005089058524173028,0.051967297954849945,-1.6471516571061928
2488,ELECTRO_4925,mobile,apple,82738,3,2,mobile apple,0.5,0.2,3.6259034542773575e-05,0.0030619019450038947,0.17670921579342497
2866,ELECTRO_9759,mobile,lenovo,24174,1,8,mobile lenovo,0.0,0.8,4.136675767353355e-05,0.0035904048629792763,-1.178642882476969
1650,ELECTRO_4004,smartwatch,dell,17213,1,9,smartwatch dell,0.0,0.9,5.8095625399407424e-05,0.005321363096463838,-1.3397419528283832
1406,ELECTRO_6503,headphones,lenovo,85944,4,8,headphones lenovo,0.75,0.8,4.6541934282788796e-05,0.004125887282250969,0.25090597194148323
412,ELECTRO_7303,laptop,apple,4619,2,3,laptop apple,0.25,0.30000000000000004,0.00043299415457891317,0.04411261343319989,-1.6312060660313292
1129,ELECTRO_3294,camera,apple,94641,4,9,camera apple,0.75,0.9,4.226498029395294e-05,0.003683345154324416,0.45218145173551394
1386,ELECTRO_4585,tablet,apple,52143,5,8,tablet apple,1.0,0.8,9.589014824616918e-05,0.009232012733620034,-0.5313537144467004
594,ELECTRO_7851,laptop,realme,80456,2,0,laptop realme,0.25,0.0,2.485830764641543e-05,0.00188225354247406,0.12389667757450142
2855,ELECTRO_6148,tablet,apple,87164,2,8,tablet apple,0.25,0.8,2.2945252627231425e-05,0.0016843071906451263,0.2791405453977
516,ELECTRO_3911,accessories,hp,62746,2,10,accessories hp,0.25,1.0,3.187454180346157e-05,0.0026082326392787257,-0.2859674994005802
708,ELECTRO_9444,headphones,sony,43273,5,9,headphones sony,1.0,0.9,0.00011554549025951517,0.011265777160924034,-0.7366329493291948
2474,ELECTRO_6103,tablet,sony,115499,2,1,tablet sony,0.25,0.1,1.73161672395432e-05,0.001101858225271555,0.9349000854648336
412,ELECTRO_3456,headphones,apple,34303,5,6,headphones apple,1.0,0.6000000000000001,0.00014575984607760254,0.0143920968156524,-0.9442264935113789
2902,ELECTRO_8360,camera,xiaomi,61676,3,5,camera xiaomi,0.5,0.5,4.8641286724171475e-05,0.004343110076581327,-0.3107306089072621
147,ELECTRO_4629,headphones,sony,47033,1,9,headphones sony,0.0,0.9,2.12616673399528e-05,0.0015101043777266464,-0.6496149196608544
1402,ELECTRO_5646,accessories,sony,43663,5,4,accessories sony,1.0,0.4,0.00011451343242562353,0.011158988761716122,-0.7276071430604041
2581,ELECTRO_9429,headphones,boat,102692,1,2,headphones boat,0.0,0.2,9.737856892455108e-06,0.0003177203561613405,0.6385064934535479
2610,ELECTRO_1936,camera,boat,85027,5,0,camera boat,1.0,0.0,5.880485022404648e-05,0.005394747534055026,0.22968375566332683
2878,ELECTRO_1681,headphones,realme,42731,5,9,headphones realme,1.0,0.9,0.00011701106924715077,0.01141742257154236,-0.749176505733514
1853,ELECTRO_4475,camera,xiaomi,74947,4,3,camera xiaomi,0.75,0.30000000000000004,5.337104887453801e-05,0.004832504868312394,-0.003598621745415268
992,ELECTRO_4852,accessories,boat,17547,3,8,accessories boat,0.5,0.8,0.00017096939647803043,0.017000562585309575,-1.3320121597674188
348,ELECTRO_6223,tablet,lenovo,49099,5,3,tablet lenovo,1.0,0.30000000000000004,0.0001018350679239903,0.009847141493817777,-0.601801289529261
2469,ELECTRO_4061,headphones,sony,80279,4,9,headphones sony,0.75,0.9,4.982623101932012e-05,0.004465717841644576,0.11980035011405028
1744,ELECTRO_3352,headphones,dell,52713,3,10,headphones dell,0.5,1.0,5.6911957202208187e-05,0.005198887370955713,-0.518162151438468
2684,ELECTRO_5315,laptop,hp,46225,1,6,laptop hp,0.0,0.6000000000000001,2.1633315305570577e-05,0.0015485592879205326,-0.6683145388023488
738,ELECTRO_9429,camera,realme,94834,5,5,camera realme,1.0,0.5,5.272370668747495e-05,0.004765523509684897,0.4566480686839155
1041,ELECTRO_9196,accessories,realme,62166,5,0,accessories realme,1.0,0.0,8.042981694173664e-05,0.007632311653886097,-0.2993904933387816
1201,ELECTRO_7422,laptop,samsung,119214,5,6,laptop samsung,1.0,0.6000000000000001,4.194138272350563e-05,0.003649862082542155,1.0208766759483134
2368,ELECTRO_7089,mobile,realme,34872,1,2,mobile realme,0.0,0.2,2.8676301904106445e-05,0.002277306495491645,-0.9310580735961433
827,ELECTRO_4608,smartwatch,xiaomi,18288,4,3,smartwatch xiaomi,0.75,0.30000000000000004,0.00021872265966754156,0.021941656354961078,-1.3148631278567167
1300,ELECTRO_3056,laptop,oneplus,98011,3,8,laptop oneplus,0.5,0.8,3.060880921529216e-05,0.00247726560189263,0.5301736751350636
2606,ELECTRO_2773,accessories,oneplus,14889,1,9,accessories oneplus,0.0,0.9,6.716367788300088e-05,0.00625964656940141,-1.3935265009531763
619,ELECTRO_9208,camera,samsung,103431,2,7,camera samsung,0.25,0.7000000000000001,1.9336562539277393e-05,0.00131091121895142,0.6556092391782563
2314,ELECTRO_9421,camera,hp,94988,5,2,camera hp,1.0,0.2,5.2638227986693055e-05,0.00475667891462141,0.4602121050054379
1058,ELECTRO_1372,mobile,apple,142344,1,4,mobile apple,0.0,0.4,7.025234642837071e-06,3.7041717639528775e-05,1.5561764169665877
2277,ELECTRO_8983,smartwatch,oneplus,93386,1,9,smartwatch oneplus,0.0,0.9,1.0708243205619685e-05,0.00041812752094721713,0.4231368700244057
1638,ELECTRO_9365,mobile,boat,20495,3,5,mobile boat,0.5,0.5,0.0001463771651622347,0.014455971643867969,-1.2637863216125604
2014,ELECTRO_5997,accessories,samsung,23102,4,6,accessories samsung,0.75,0.6000000000000001,0.0001731451822353043,0.01722569403667652,-1.2034522781696448
2563,ELECTRO_5504,smartwatch,oneplus,79482,2,7,smartwatch oneplus,0.25,0.7000000000000001,2.5162929971565888e-05,0.0019137732203424467,0.10135530499552177
1428,ELECTRO_1747,headphones,sony,109887,4,4,headphones sony,0.75,0.4,3.640103014915322e-05,0.003076594419593871,0.8050210475662364
817,ELECTRO_9083,accessories,apple,83281,1,6,accessories apple,0.0,0.6000000000000001,1.2007540735581945e-05,0.0005525675675832392,0.18927591529074114
1510,ELECTRO_2082,laptop,samsung,75598,1,6,laptop samsung,0.0,0.6000000000000001,1.322786317098336e-05,0.0006788359559570059,0.011467531795565991
2659,ELECTRO_7185,mobile,hp,97110,3,7,mobile hp,0.5,0.7000000000000001,3.089280197713933e-05,0.00250665071135877,0.5093217483448577
1198,ELECTRO_4439,headphones,apple,84747,4,2,headphones apple,0.75,0.2,4.7199310890061e-05,0.004193906915707575,0.2232036896241951
714,ELECTRO_6302,headphones,sony,133143,3,6,headphones sony,0.5,0.6000000000000001,2.2532164665059373e-05,0.0016415644287922633,1.34323681830212
2063,ELECTRO_5366,laptop,hp,27150,5,2,laptop hp,1.0,0.2,0.00018416206261510129,0.018365625328692757,-1.1097690377181975
365,ELECTRO_3430,laptop,xiaomi,11051,1,1,laptop xiaomi,0.0,0.1,9.04895484571532e-05,0.008673205477580003,-1.4823496918752748
902,ELECTRO_9478,accessories,apple,136872,3,1,accessories apple,0.5,0.1,2.191828862002455e-05,0.0015780458564714065,1.4295374120875564
2330,ELECTRO_5419,tablet,apple,106090,4,2,tablet apple,0.75,0.2,3.7703836365350174e-05,0.003211397514669643,0.7171467234570108
2583,ELECTRO_1048,mobile,hp,61360,5,10,mobile hp,1.0,1.0,8.148631029986962e-05,0.007741628429345658,-0.3180438262942822
2959,ELECTRO_5541,smartwatch,xiaomi,106884,4,0,smartwatch xiaomi,0.75,0.0,3.7423749111185956e-05,0.003182416513287237,0.7355223392965486
1666,ELECTRO_5894,headphones,apple,119577,1,10,headphones apple,0.0,1.0,8.362812246502254e-06,0.000175442654506752,1.0292776187061878
1440,ELECTRO_3522,mobile,oneplus,90410,2,1,mobile oneplus,0.25,0.1,2.2121446742616967e-05,0.0015990668981081166,0.35426302526563425
2539,ELECTRO_7340,camera,apple,70804,4,4,camera apple,0.75,0.4,5.6493983390768884e-05,0.005155639063769162,-0.0994804560315679
1762,ELECTRO_2943,accessories,xiaomi,105616,4,6,accessories xiaomi,0.75,0.6000000000000001,3.78730495379488e-05,0.003228906227101544,0.7061768973764807
337,ELECTRO_6036,laptop,samsung,148486,4,3,laptop samsung,0.75,0.30000000000000004,2.6938566598871274e-05,0.0020975007080646,1.6983212941535415
1894,ELECTRO_1183,smartwatch,dell,70737,2,8,smartwatch dell,0.25,0.8,2.8273746412768424e-05,0.0022356535424296604,-0.10103104326236012
2483,ELECTRO_5050,camera,lenovo,76612,1,5,camera lenovo,0.0,0.5,1.3052785464418106e-05,0.0006607204323815518,0.0349346280944216
1108,ELECTRO_6059,headphones,apple,137832,3,2,headphones apple,0.5,0.2,2.1765627720703466e-05,0.0015622498298101233,1.4517547813645795
2332,ELECTRO_3693,headphones,sony,39754,3,3,headphones sony,0.5,0.30000000000000004,7.546410424108265e-05,0.007118502744331408,-0.8180734935852824
2446,ELECTRO_6514,smartwatch,xiaomi,38664,3,7,smartwatch xiaomi,0.5,0.7000000000000001,7.759155803848541e-05,0.007338633223411991,-0.8432994649519023
2002,ELECTRO_3677,camera,realme,102711,2,7,camera realme,0.25,0.7000000000000001,1.9472111068921536e-05,0.0013249366059213561,0.638946212220489
551,ELECTRO_2522,headphones,hp,86874,4,10,headphones hp,0.75,1.0,4.604369546699818e-05,0.0040743338481174386,0.27242904842859933
398,ELECTRO_8954,smartwatch,oneplus,110894,1,0,smartwatch oneplus,0.0,0.0,9.017620430320846e-06,0.00024319652976639134,0.8283261422141137
1662,ELECTRO_2583,laptop,sony,8416,2,3,laptop sony,0.25,0.30000000000000004,0.0002376425855513308,0.023899326295456224,-1.5433317419221038
1589,ELECTRO_1093,laptop,boat,98915,5,5,laptop boat,1.0,0.5,5.054845068998635e-05,0.004540446873268796,0.5510950312042604
1038,ELECTRO_8350,camera,oneplus,14021,2,3,camera oneplus,0.25,0.30000000000000004,0.00014264317809000785,0.014069611026263269,-1.4136147056744848
1388,ELECTRO_9908,mobile,sony,37104,3,3,mobile sony,0.5,0.30000000000000004,8.085381630012937e-05,0.007676183432444484,-0.8794026900270647
648,ELECTRO_1916,accessories,sony,97025,2,6,accessories sony,0.25,0.6000000000000001,2.061324400927596e-05,0.0014430111517288943,0.5073545854401212
2632,ELECTRO_3522,camera,xiaomi,76039,5,9,camera xiaomi,1.0,0.9,6.575573061192283e-05,0.006113964389284982,0.021673635807198458
635,ELECTRO_1199,tablet,dell,111898,3,1,tablet dell,0.5,0.1,2.681013065470339e-05,0.002084211269790848,0.8515618075830003
815,ELECTRO_7938,accessories,samsung,81030,2,4,accessories samsung,0.25,0.4,2.468221646303838e-05,0.0018640331531025118,0.13718081295472145
154,ELECTRO_4313,camera,hp,72858,4,9,camera hp,0.75,0.9,5.490131488649153e-05,0.00499084353152722,-0.05194454301593732
2130,ELECTRO_4919,camera,oneplus,11335,1,5,camera oneplus,0.0,0.5,8.82223202470225e-05,0.00843861235377615,-1.4757770534641554
1824,ELECTRO_8450,headphones,xiaomi,106515,1,4,headphones xiaomi,0.0,0.4,9.388349058818007e-06,0.00028155631492346347,0.7269825379806929
1378,ELECTRO_2330,headphones,samsung,28085,5,3,headphones samsung,1.0,0.30000000000000004,0.00017803097739006588,0.017731233771273936,-1.088130245766097
2335,ELECTRO_6985,tablet,xiaomi,94813,1,10,tablet xiaomi,0.0,1.0,1.0547076877643361e-05,0.0004014514262501675,0.4561620637309806
668,ELECTRO_2329,smartwatch,boat,101513,1,3,smartwatch boat,0.0,0.30000000000000004,9.850955050092107e-06,0.0003294227732263586,0.611220786810204
1450,ELECTRO_8163,headphones,sony,63181,5,3,headphones sony,1.0,0.30000000000000004,7.913771545243032e-05,0.007498616191164898,-0.2759002539469291
187,ELECTRO_5463,mobile,apple,108095,1,8,mobile apple,0.0,0.8,9.251121698505945e-06,0.00026735721710740917,0.7635486249157933
1473,ELECTRO_5714,smartwatch,samsung,89792,5,2,smartwatch samsung,1.0,0.2,5.568424803991447e-05,0.005071854668108174,0.33996059379355065
319,ELECTRO_9475,mobile,boat,126451,4,4,mobile boat,0.75,0.4,3.163280638350033e-05,0.0025832199532820764,1.1883632399668718
1096,ELECTRO_8191,laptop,samsung,128280,1,1,laptop samsung,0.0,0.1,7.795447458684128e-06,0.00011673666394266527,1.2306919570582
1193,ELECTRO_6915,camera,hp,148570,2,10,camera hp,0.25,1.0,1.346166790065289e-05,0.0007030280428621562,1.700265313965281
690,ELECTRO_9256,tablet,boat,64568,4,1,tablet boat,0.75,0.1,6.195019204559534e-05,0.0057202002432490025,-0.24380078396023017
1053,ELECTRO_4927,mobile,sony,116662,5,7,mobile sony,1.0,0.7000000000000001,4.2858857211431316e-05,0.003744794390269757,0.9618155026202272
1388,ELECTRO_9345,laptop,realme,44522,4,0,laptop realme,0.75,0.0,8.984322357486187e-05,0.008606329380832715,-0.7077272261760679
2838,ELECTRO_1528,headphones,realme,16104,5,0,headphones realme,1.0,0.0,0.00031048186785891704,0.031436103888384234,-1.3654076429619442
177,ELECTRO_9092,camera,apple,77397,3,2,camera apple,0.5,0.2,3.876119229427497e-05,0.003320803541478339,0.05310195609698732
1833,ELECTRO_5834,laptop,realme,10533,1,1,laptop realme,0.0,0.1,9.493971328206589e-05,0.009133669961505117,-1.4943378140476684
1785,ELECTRO_4545,headphones,lenovo,62639,1,9,headphones lenovo,0.0,0.9,1.596449496320184e-05,0.000961998893842495,-0.2884438103512484
1876,ELECTRO_5930,tablet,xiaomi,59182,4,2,tablet xiaomi,0.75,0.2,6.758811800885405e-05,0.006303563954756217,-0.3684494828415283
1538,ELECTRO_9050,headphones,xiaomi,67619,1,1,headphones xiaomi,0.0,0.1,1.478874280897381e-05,0.0008403422518481005,-0.17319120722669126
2619,ELECTRO_3049,laptop,dell,129207,5,4,laptop dell,1.0,0.4,3.869759378361853e-05,0.003314222918840751,1.2521456042663253
253,ELECTRO_2397,smartwatch,boat,42023,2,10,smartwatch boat,0.25,1.0,4.759298479404136e-05,0.0042346408790916515,-0.7655618155753184
2585,ELECTRO_6650,camera,xiaomi,143689,3,3,camera xiaomi,0.5,0.30000000000000004,2.087842493162316e-05,0.001470449775096689,1.5873038770474168
828,ELECTRO_7208,smartwatch,xiaomi,73978,4,10,smartwatch xiaomi,0.75,1.0,5.407012895725756e-05,0.004904839615940106,-0.026024278859410416
2609,ELECTRO_4785,mobile,boat,146702,1,2,mobile boat,0.0,0.2,6.816539651811155e-06,1.5447768848566765e-05,1.6570340162470736
618,ELECTRO_7547,accessories,boat,26423,4,9,accessories boat,0.75,0.9,0.00015138326458010066,0.014973959420864677,-1.1265940663269431
1580,ELECTRO_6690,camera,realme,144059,5,1,camera realme,1.0,0.1,3.470800158268487e-05,0.0029014144979952103,1.5958668214562695
1618,ELECTRO_3982,mobile,realme,19397,2,2,mobile realme,0.25,0.2,0.00010310872815383823,0.009978928814851303,-1.2891974377231556
1227,ELECTRO_5605,smartwatch,boat,86562,5,0,smartwatch boat,1.0,0.0,5.776206649569095e-05,0.005286849312255532,0.26520840341356683
2323,ELECTRO_4107,accessories,oneplus,110341,5,4,accessories oneplus,1.0,0.4,4.531407183186667e-05,0.003998838718424802,0.8155280117868285
912,ELECTRO_2917,tablet,oneplus,45400,3,10,tablet oneplus,0.5,1.0,6.607929515418502e-05,0.00614744404359692,-0.6874075905247905
614,ELECTRO_7644,camera,apple,72755,4,7,camera apple,0.75,0.7000000000000001,5.497903924128926e-05,0.004998885774079673,-0.05432828159461791
1664,ELECTRO_7077,mobile,realme,128955,1,4,mobile realme,0.0,0.4,7.754643092551666e-06,0.00011251458181036039,1.246313544831107
1990,ELECTRO_6414,camera,sony,103814,3,1,camera sony,0.5,0.1,2.889783651530622e-05,0.0023002289768897705,0.6644730437960686
625,ELECTRO_1560,accessories,dell,140282,3,1,accessories dell,0.5,0.1,2.1385494931637702e-05,0.0015229169836287202,1.508455359206982
360,ELECTRO_4669,mobile,realme,115280,4,1,mobile realme,0.75,0.1,3.469812630117974e-05,0.0029003926894598455,0.9298317480985128
2169,ELECTRO_8492,smartwatch,hp,42037,2,6,smartwatch hp,0.25,0.6000000000000001,4.757713442919333e-05,0.004233000820721472,-0.7652378122733619
150,ELECTRO_5104,smartwatch,samsung,58649,3,2,smartwatch samsung,0.5,0.2,5.115176729355999e-05,0.004602872846112046,-0.38078475140887547
2946,ELECTRO_2450,camera,sony,44949,1,1,camera sony,0.0,0.1,2.2247435983002957e-05,0.0016121031726815177,-0.697845125466392
2790,ELECTRO_5814,camera,boat,122666,3,1,camera boat,0.5,0.1,2.4456654655731823e-05,0.0018406939723572984,1.100766632973609
2666,ELECTRO_1056,tablet,dell,76587,2,5,tablet dell,0.25,0.5,2.6114092470001438e-05,0.0020121912714041036,0.034356050769499116
1437,ELECTRO_6712,smartwatch,hp,143126,1,2,smartwatch hp,0.0,0.2,6.986850746894345e-06,3.3070084782840206e-05,1.5742743156901629
1874,ELECTRO_9970,accessories,xiaomi,61065,5,2,accessories xiaomi,1.0,0.2,8.187996397281586e-05,0.007782360299397677,-0.3248710387283674
2615,ELECTRO_4961,camera,oneplus,31334,2,7,camera oneplus,0.25,0.7000000000000001,6.382842918235782e-05,0.005914543942391716,-1.012938336619172
1077,ELECTRO_2399,headphones,realme,142685,1,8,headphones realme,0.0,0.8,7.008445176437607e-06,3.530448918054492e-05,1.5640682116785303
1381,ELECTRO_9656,tablet,boat,89873,5,6,tablet boat,1.0,0.6000000000000001,5.563406139775016e-05,0.005066661789373716,0.34183518432629945
977,ELECTRO_3510,mobile,samsung,39291,4,9,mobile samsung,0.75,0.9,0.00010180448448754168,0.009843976984898438,-0.8287887456428465
195,ELECTRO_6911,accessories,apple,142897,5,1,accessories apple,1.0,0.1,3.49902377236751e-05,0.0029306178475607247,1.568974547393873
1486,ELECTRO_6364,laptop,lenovo,65508,1,8,laptop lenovo,0.0,0.8,1.526531110704036e-05,0.0008896534086384762,-0.22204627654314507
2607,ELECTRO_7901,accessories,xiaomi,69934,5,5,accessories xiaomi,1.0,0.5,7.149598192581577e-05,0.006707915841162728,-0.11961494693887004
2214,ELECTRO_2627,camera,lenovo,87734,4,2,camera lenovo,0.75,0.2,4.559235872067841e-05,0.0040276334336053436,0.29233210840593243
1527,ELECTRO_8893,tablet,realme,5311,2,8,tablet realme,0.25,0.8,0.0003765769158350593,0.03827504656888082,-1.6151910456774752
2674,ELECTRO_2492,mobile,samsung,98105,4,2,mobile samsung,0.75,0.2,4.0772641557514906e-05,0.0035289308768422603,0.5323491258767722
809,ELECTRO_4004,mobile,hp,58493,3,6,mobile hp,0.5,0.6000000000000001,5.1288188330227546e-05,0.0046169885125462405,-0.38439507391639166
2759,ELECTRO_8910,accessories,xiaomi,36417,3,2,accessories xiaomi,0.5,0.2,8.237910865804432e-05,0.00783400746504894,-0.8953019949159344
1238,ELECTRO_8253,smartwatch,xiaomi,108514,3,10,smartwatch xiaomi,0.5,1.0,2.7646202333339478e-05,0.0021707207203784727,0.773245580881494
1792,ELECTRO_4739,mobile,dell,113250,5,6,mobile dell,1.0,0.6000000000000001,4.415011037527594e-05,0.0038784020756251077,0.8828512693148077
2016,ELECTRO_9469,laptop,apple,80528,5,9,laptop apple,1.0,0.9,6.209020464931453e-05,0.0057346875339115075,0.12556298027027815
2892,ELECTRO_1399,camera,lenovo,140023,5,7,camera lenovo,1.0,0.7000000000000001,3.570841933110989e-05,0.003004929055401989,1.5024612981207852
1380,ELECTRO_6898,accessories,xiaomi,36035,3,8,accessories xiaomi,0.5,0.8,8.32523935063133e-05,0.007924367411882075,-0.9041426564407498
2867,ELECTRO_6212,laptop,xiaomi,130168,5,4,laptop xiaomi,1.0,0.4,3.841189846966996e-05,0.003284661644040163,1.2743861166363453
2117,ELECTRO_2024,accessories,sony,24671,3,4,accessories sony,0.5,0.4,0.00012160025941388675,0.011892272192826162,-1.1671407652575103
1093,ELECTRO_1123,headphones,oneplus,55337,1,6,headphones oneplus,0.0,0.6000000000000001,1.8071091674648064e-05,0.001179971262448743,-0.457434675414605
1130,ELECTRO_7598,laptop,oneplus,68553,3,6,laptop oneplus,0.5,0.6000000000000001,4.376176097326157e-05,0.0038382190455539277,-0.15157555836758757
1569,ELECTRO_5846,headphones,apple,58828,4,9,headphones apple,0.75,0.9,6.799483239273815e-05,0.006345647233971338,-0.3766421377624305
2,ELECTRO_3040,camera,realme,80439,3,3,camera realme,0.5,0.30000000000000004,3.729534181180771e-05,0.0031691300389280357,0.12350324499355413
2310,ELECTRO_8515,headphones,oneplus,2327,4,2,headphones oneplus,0.75,0.2,0.0017189514396218307,0.17717232715260015,-1.6842500351802219
2231,ELECTRO_7814,tablet,oneplus,114140,5,0,tablet oneplus,1.0,0.0,4.380585246188891e-05,0.003842781250630608,0.9034486220820479
2731,ELECTRO_1435,tablet,hp,29457,2,9,tablet hp,0.25,0.9,6.78955766031843e-05,0.006335377105175741,-1.0563779221743514
94,ELECTRO_3468,laptop,samsung,145802,3,0,laptop samsung,0.5,0.0,2.0575849439651033e-05,0.001439141885784507,1.6362052325498646
1723,ELECTRO_1620,mobile,boat,63544,5,8,mobile boat,1.0,0.8,7.868563515044694e-05,0.007451838839957559,-0.26749931118905473
2674,ELECTRO_9550,mobile,oneplus,47490,4,4,mobile oneplus,0.75,0.4,8.422825858075385e-05,0.00802534147139719,-0.6390385261612715
2117,ELECTRO_6037,mobile,lenovo,127008,3,9,mobile lenovo,0.5,0.9,2.362055933484505e-05,0.0017541820754744938,1.2012539427661444
863,ELECTRO_5394,accessories,dell,62387,1,0,accessories dell,0.0,0.0,1.6028980396556974e-05,0.0009686712875534723,-0.2942758697864669
85,ELECTRO_4451,tablet,sony,33982,4,4,tablet sony,0.75,0.4,0.0001177093755517627,0.011489677255318279,-0.9516554263633835
2010,ELECTRO_1836,camera,hp,2272,2,0,camera hp,0.25,0.0,0.0008802816901408451,0.0903940507129307,-1.6855229052950513
821,ELECTRO_8204,tablet,dell,81063,3,8,tablet dell,0.5,0.8,3.7008252840383405e-05,0.0031394245605314963,0.1379445350236191
879,ELECTRO_8881,camera,lenovo,28142,4,2,camera lenovo,0.75,0.2,0.00014213630872006254,0.014017164577191826,-1.0868110894652738
2257,ELECTRO_2928,headphones,samsung,86063,4,10,headphones samsung,0.75,1.0,4.6477580377165566e-05,0.004119228497889663,0.2536600000081142
1406,ELECTRO_4637,headphones,hp,76874,3,8,headphones hp,0.5,0.8,3.9024897884850534e-05,0.003348089510301961,0.040998118459609136
2336,ELECTRO_4972,tablet,oneplus,130036,4,9,tablet oneplus,0.75,0.9,3.07607124180996e-05,0.0024929832286860764,1.2713312283607547
318,ELECTRO_6396,smartwatch,lenovo,47464,4,9,smartwatch lenovo,0.75,0.9,8.427439743805832e-05,0.008030115520438849,-0.6396402465791909
1969,ELECTRO_3532,accessories,samsung,25136,2,9,accessories samsung,0.25,0.9,7.956715467854869e-05,0.007543050840085049,-1.1563792270139521
2728,ELECTRO_4201,mobile,realme,119148,4,8,mobile realme,0.75,0.8,3.3571692349011314e-05,0.002783839067545148,1.0193492318105182
1658,ELECTRO_9240,smartwatch,hp,63433,5,6,smartwatch hp,1.0,0.6000000000000001,7.88233253984519e-05,0.00746608583337996,-0.27006819451171055
1186,ELECTRO_5913,camera,xiaomi,86042,3,6,camera xiaomi,0.5,0.6000000000000001,3.486669301039027e-05,0.0029178345114636195,0.25317399505517935
907,ELECTRO_2133,smartwatch,lenovo,108882,5,6,smartwatch lenovo,1.0,0.6000000000000001,4.592127257030547e-05,0.0040616665878778525,0.7817622391043528
1010,ELECTRO_3127,headphones,apple,126649,2,5,headphones apple,0.25,0.5,1.579167620747104e-05,0.0009441171069197549,1.1929455723802578
1349,ELECTRO_1901,laptop,hp,116547,3,9,laptop hp,0.5,0.9,2.5740688306005302e-05,0.001973554645024014,0.9591540469255838
2596,ELECTRO_8755,camera,lenovo,70259,3,2,camera lenovo,0.5,0.2,4.26991559800168e-05,0.003728269891066082,-0.11209344171487785
