user_id,product_id,category,brand,price,rating,purchase_count
1662,ELECTRO_2583,Laptop,Sony,8416,2,3
1589,ELECTRO_1093,Laptop,Boat,98915,5,5
1038,ELECTRO_8350,Camera,OnePlus,14021,2,3
1388,ELECTRO_9908,Mobile,Sony,37104,3,3
648,ELECTRO_1916,Accessories,Sony,97025,2,6
2632,ELECTRO_3522,Camera,Xiaomi,76039,5,9
635,ELECTRO_1199,Tablet,Dell,111898,3,1
815,ELECTRO_7938,Accessories,Samsung,81030,2,4
154,ELECTRO_4313,Camera,HP,72858,4,9
2130,ELECTRO_4919,Camera,OnePlus,11335,1,5
1824,ELECTRO_8450,Headphones,Xiaomi,106515,1,4
1378,ELECTRO_2330,Headphones,Samsung,28085,5,3
2335,ELECTRO_6985,Tablet,Xiaomi,94813,1,10
668,ELECTRO_2329,Smartwatch,Boat,101513,1,3
1450,ELECTRO_8163,Headphones,Sony,63181,5,3
187,ELECTRO_5463,Mobile,Apple,108095,1,8
1473,ELECTRO_5714,Smartwatch,Samsung,89792,5,2
319,ELECTRO_9475,Mobile,Boat,126451,4,4
1096,ELECTRO_8191,Laptop,Samsung,128280,1,1
1193,ELECTRO_6915,Camera,HP,148570,2,10
690,ELECTRO_9256,Tablet,Boat,64568,4,1
1053,ELECTRO_4927,Mobile,Sony,116662,5,7
1388,ELECTRO_9345,Laptop,Realme,44522,4,0
2838,ELECTRO_1528,Headphones,Realme,16104,5,0
177,ELECTRO_9092,Camera,Apple,77397,3,2
1833,ELECTRO_5834,Laptop,Realme,10533,1,1
1785,ELECTRO_4545,Headphones,Lenovo,62639,1,9
1876,ELECTRO_5930,Tablet,Xiaomi,59182,4,2
1538,ELECTRO_9050,Headphones,Xiaomi,67619,1,1
2619,ELECTRO_3049,Laptop,Dell,129207,5,4
253,ELECTRO_2397,Smartwatch,Boat,42023,2,10
2585,ELECTRO_6650,Camera,Xiaomi,143689,3,3
828,ELECTRO_7208,Smartwatch,Xiaomi,73978,4,10
2609,ELECTRO_4785,Mobile,Boat,146702,1,2
618,ELECTRO_7547,Accessories,Boat,26423,4,9
1580,ELECTRO_6690,Camera,Realme,144059,5,1
1618,ELECTRO_3982,Mobile,Realme,19397,2,2
1227,ELECTRO_5605,Smartwatch,Boat,86562,5,0
2323,ELECTRO_4107,Accessories,OnePlus,110341,5,4
912,ELECTRO_2917,Tablet,OnePlus,45400,3,10
614,ELECTRO_7644,Camera,Apple,72755,4,7
1664,ELECTRO_7077,Mobile,Realme,128955,1,4
1990,ELECTRO_6414,Camera,Sony,103814,3,1
625,ELECTRO_1560,Accessories,Dell,140282,3,1
360,ELECTRO_4669,Mobile,Realme,115280,4,1
2169,ELECTRO_8492,Smartwatch,HP,42037,2,6
150,ELECTRO_5104,Smartwatch,Samsung,58649,3,2
2946,ELECTRO_2450,Camera,Sony,44949,1,1
2790,ELECTRO_5814,Camera,Boat,122666,3,1
2666,ELECTRO_1056,Tablet,Dell,76587,2,5
1437,ELECTRO_6712,Smartwatch,HP,143126,1,2
1874,ELECTRO_9970,Accessories,Xiaomi,61065,5,2
2615,ELECTRO_4961,Camera,OnePlus,31334,2,7
1077,ELECTRO_2399,Headphones,Realme,142685,1,8
1381,ELECTRO_9656,Tablet,Boat,89873,5,6
977,ELECTRO_3510,Mobile,Samsung,39291,4,9
195,ELECTRO_6911,Accessories,Apple,142897,5,1
1486,ELECTRO_6364,Laptop,Lenovo,65508,1,8
2607,ELECTRO_7901,Accessories,Xiaomi,69934,5,5
2214,ELECTRO_2627,Camera,Lenovo,87734,4,2
1527,ELECTRO_8893,Tablet,Realme,5311,2,8
2674,ELECTRO_2492,Mobile,Samsung,98105,4,2
809,ELECTRO_4004,Mobile,HP,58493,3,6
2759,ELECTRO_8910,Accessories,Xiaomi,36417,3,2
1238,ELECTRO_8253,Smartwatch,Xiaomi,108514,3,10
1792,ELECTRO_4739,Mobile,Dell,113250,5,6
2016,ELECTRO_9469,Laptop,Apple,80528,5,9
2892,ELECTRO_1399,Camera,Lenovo,140023,5,7
1380,ELECTRO_6898,Accessories,Xiaomi,36035,3,8
2867,ELECTRO_6212,Laptop,Xiaomi,130168,5,4
2117,ELECTRO_2024,Accessories,Sony,24671,3,4
1093,ELECTRO_1123,Headphones,OnePlus,55337,1,6
1130,ELECTRO_7598,Laptop,OnePlus,68553,3,6
1569,ELECTRO_5846,Headphones,Apple,58828,4,9
2,ELECTRO_3040,Camera,Realme,80439,3,3
2310,ELECTRO_8515,Headphones,OnePlus,2327,4,2
2231,ELECTRO_7814,Tablet,OnePlus,114140,5,0
2731,ELECTRO_1435,Tablet,HP,29457,2,9
94,ELECTRO_3468,Laptop,Samsung,145802,3,0
1723,ELECTRO_1620,Mobile,Boat,63544,5,8
2674,ELECTRO_9550,Mobile,OnePlus,47490,4,4
2117,ELECTRO_6037,Mobile,Lenovo,127008,3,9
863,ELECTRO_5394,Accessories,Dell,62387,1,0
85,ELECTRO_4451,Tablet,Sony,33982,4,4
2010,ELECTRO_1836,Camera,HP,2272,2,0
821,ELECTRO_8204,Tablet,Dell,81063,3,8
879,ELECTRO_8881,Camera,Lenovo,28142,4,2
2257,ELECTRO_2928,Headphones,Samsung,86063,4,10
1406,ELECTRO_4637,Headphones,HP,76874,3,8
2336,ELECTRO_4972,Tablet,OnePlus,130036,4,9
318,ELECTRO_6396,Smartwatch,Lenovo,47464,4,9
1969,ELECTRO_3532,Accessories,Samsung,25136,2,9
2728,ELECTRO_4201,Mobile,Realme,119148,4,8
1658,ELECTRO_9240,Smartwatch,HP,63433,5,6
1186,ELECTRO_5913,Camera,Xiaomi,86042,3,6
907,ELECTRO_2133,Smartwatch,Lenovo,108882,5,6
1010,ELECTRO_3127,Headphones,Apple,126649,2,5
1349,ELECTRO_1901,Laptop,HP,116547,3,9
2596,ELECTRO_8755,Camera,Lenovo,70259,3,2
2635,ELECTRO_6888,Accessories,Lenovo,141717,4,7
656,ELECTRO_1128,Laptop,Dell,131453,4,3
2334,ELECTRO_1636,Camera,Boat,44367,2,6
1105,ELECTRO_1658,Smartwatch,OnePlus,133660,2,3
1538,ELECTRO_5938,Tablet,Sony,35551,5,4
2359,ELECTRO_1521,Accessories,Dell,148151,1,5
2909,ELECTRO_8861,Accessories,HP,121855,3,4
1585,ELECTRO_2768,Accessories,Samsung,131068,3,7
28,ELECTRO_5037,Headphones,Boat,142651,1,3
251,ELECTRO_2259,Laptop,Xiaomi,134182,2,1
2522,ELECTRO_6140,Laptop,Boat,104334,3,8
370,ELECTRO_1928,Camera,Dell,27826,3,1
2321,ELECTRO_7523,Accessories,Dell,72252,5,8
1489,ELECTRO_2193,Mobile,OnePlus,68429,1,6
2517,ELECTRO_7143,Smartwatch,Apple,134506,2,3
2091,ELECTRO_2173,Headphones,HP,112570,3,2
1404,ELECTRO_8039,Laptop,Samsung,25342,1,4
2183,ELECTRO_4271,Tablet,Apple,125131,4,5
737,ELECTRO_1459,Laptop,HP,84802,2,3
1665,ELECTRO_4871,Accessories,Apple,102247,5,10
737,ELECTRO_8392,Tablet,Apple,123255,4,10
2597,ELECTRO_9652,Mobile,Dell,3905,2,6
403,ELECTRO_4860,Mobile,HP,999,2,10
490,ELECTRO_4811,Tablet,Samsung,149293,5,9
1516,ELECTRO_9332,Laptop,Apple,67721,4,0
2854,ELECTRO_4128,Smartwatch,Dell,136473,4,10
2074,ELECTRO_1094,Camera,Sony,74030,2,6
661,ELECTRO_4321,Laptop,Dell,51366,3,10
2724,ELECTRO_9601,Headphones,Dell,80465,1,1
1206,ELECTRO_8149,Smartwatch,Xiaomi,76412,2,0
1040,ELECTRO_9302,Camera,Realme,47977,1,7
2006,ELECTRO_3865,Laptop,Boat,70372,4,0
1897,ELECTRO_1700,Headphones,Xiaomi,137279,4,8
595,ELECTRO_4887,Camera,HP,52306,2,2
1371,ELECTRO_4398,Smartwatch,HP,34763,3,8
1261,ELECTRO_3378,Tablet,HP,27300,4,7
2497,ELECTRO_4076,Smartwatch,Sony,48977,3,6
2411,ELECTRO_1397,Camera,OnePlus,106373,1,3
756,ELECTRO_9100,Mobile,Lenovo,42201,5,7
2449,ELECTRO_8092,Camera,Apple,60378,2,4
2812,ELECTRO_1764,Accessories,Apple,43669,5,0
815,ELECTRO_3690,Headphones,Sony,49858,5,10
2164,ELECTRO_6144,Camera,Boat,128521,2,2
1623,ELECTRO_6293,Laptop,Realme,146804,1,4
2202,ELECTRO_7409,Headphones,Dell,100815,1,0
1949,ELECTRO_3278,Smartwatch,Dell,10071,5,6
1667,ELECTRO_8312,Tablet,HP,126190,1,8
2726,ELECTRO_4620,Smartwatch,OnePlus,51271,2,8
2582,ELECTRO_2295,Laptop,Xiaomi,1712,4,6
1703,ELECTRO_1197,Tablet,Apple,78648,5,4
1783,ELECTRO_9322,Smartwatch,Lenovo,8228,5,3
1244,ELECTRO_6736,Tablet,Sony,76606,4,9
2214,ELECTRO_9525,Laptop,Lenovo,3883,5,7
1160,ELECTRO_6800,Smartwatch,Apple,145320,4,4
1792,ELECTRO_2595,Headphones,Xiaomi,4345,1,1
255,ELECTRO_1915,Camera,Sony,89064,4,5
2288,ELECTRO_8052,Camera,Lenovo,36182,5,8
1443,ELECTRO_5951,Accessories,Samsung,104561,5,2
1587,ELECTRO_6457,Smartwatch,Lenovo,1949,1,6
1366,ELECTRO_2959,Mobile,Dell,90228,2,3
1570,ELECTRO_1404,Laptop,Realme,6279,1,4
1897,ELECTRO_7474,Tablet,Dell,32472,5,7
853,ELECTRO_1822,Laptop,Apple,105869,1,4
2623,ELECTRO_7712,Camera,Lenovo,77291,5,2
349,ELECTRO_1172,Camera,Lenovo,81377,1,4
2901,ELECTRO_8966,Headphones,Lenovo,65885,3,0
534,ELECTRO_4736,Tablet,OnePlus,147927,1,4
1981,ELECTRO_3386,Tablet,Boat,145168,3,3
278,ELECTRO_6997,Camera,Realme,123743,3,4
1847,ELECTRO_6916,Camera,Realme,44916,2,5
1173,ELECTRO_7974,Mobile,Xiaomi,66769,1,4
487,ELECTRO_7582,Smartwatch,Apple,93836,2,0
1322,ELECTRO_7792,Laptop,Apple,30044,2,4
88,ELECTRO_9624,Accessories,Apple,114733,2,2
1077,ELECTRO_1941,Headphones,Lenovo,134305,4,1
2953,ELECTRO_8808,Mobile,Boat,100855,2,0
449,ELECTRO_5445,Accessories,Boat,19600,2,2
1417,ELECTRO_5164,Laptop,Samsung,108481,2,9
2886,ELECTRO_7558,Camera,Dell,34714,5,0
2144,ELECTRO_9506,Tablet,Lenovo,93102,1,7
38,ELECTRO_9110,Accessories,HP,112254,3,6
1785,ELECTRO_5913,Headphones,Sony,147571,4,0
2134,ELECTRO_4387,Tablet,OnePlus,137745,5,3
2609,ELECTRO_7814,Laptop,Dell,133840,2,1
1011,ELECTRO_9225,Smartwatch,Samsung,73000,3,8
1117,ELECTRO_4494,Headphones,Samsung,82533,2,7
2553,ELECTRO_3125,Camera,Xiaomi,140790,2,8
1667,ELECTRO_5564,Mobile,Sony,133502,4,8
619,ELECTRO_8009,Camera,Apple,30323,1,2
2271,ELECTRO_8055,Accessories,Sony,8221,4,1
2774,ELECTRO_8291,Smartwatch,Apple,123130,1,10
788,ELECTRO_6134,Headphones,Boat,69750,4,9
2912,ELECTRO_6751,Tablet,Samsung,79171,3,6
1358,ELECTRO_7056,Mobile,Sony,5177,5,8
2108,ELECTRO_7349,Camera,Samsung,138456,2,4
46,ELECTRO_2435,Laptop,OnePlus,46455,5,0
735,ELECTRO_4556,Tablet,Boat,21434,5,3
2507,ELECTRO_4466,Laptop,Lenovo,80213,1,4
2659,ELECTRO_7618,Smartwatch,Realme,84168,2,4
854,ELECTRO_1557,Headphones,Boat,144817,3,0
2319,ELECTRO_2818,Tablet,Sony,62198,5,0
510,ELECTRO_8370,Tablet,OnePlus,68936,1,4
260,ELECTRO_5913,Camera,OnePlus,120338,2,2
1082,ELECTRO_1629,Mobile,Realme,33391,2,1
2975,ELECTRO_9322,Laptop,Xiaomi,39545,1,6
2234,ELECTRO_5387,Smartwatch,Xiaomi,138985,5,6
2545,ELECTRO_2339,Smartwatch,Xiaomi,92132,2,6
594,ELECTRO_6628,Smartwatch,HP,126878,5,1
2181,ELECTRO_2257,Headphones,Sony,8090,3,3
62,ELECTRO_8683,Laptop,Boat,51004,2,0
2707,ELECTRO_4658,Camera,Boat,119422,4,1
2613,ELECTRO_4795,Smartwatch,Boat,12496,5,4
2645,ELECTRO_9759,Camera,Xiaomi,95224,4,9
2267,ELECTRO_9442,Smartwatch,HP,72586,3,0
1359,ELECTRO_9712,Tablet,Realme,56781,2,9
819,ELECTRO_5931,Mobile,Dell,113456,4,7
1979,ELECTRO_3471,Laptop,Xiaomi,68378,5,5
941,ELECTRO_7585,Headphones,Apple,60930,1,5
514,ELECTRO_5807,Headphones,Realme,36515,1,1
1707,ELECTRO_3811,Smartwatch,Sony,35776,1,9
1432,ELECTRO_6764,Camera,Samsung,119823,4,8
2702,ELECTRO_2542,Mobile,Realme,9669,2,6
129,ELECTRO_3073,Laptop,Sony,120819,5,9
1410,ELECTRO_7756,Accessories,Apple,27225,1,5
912,ELECTRO_6836,Accessories,Samsung,125354,2,4
2559,ELECTRO_4689,Tablet,HP,125707,2,4
35,ELECTRO_3997,Camera,Realme,5551,1,8
2849,ELECTRO_2214,Headphones,Lenovo,49246,5,3
615,ELECTRO_5602,Camera,Lenovo,17995,4,3
1461,ELECTRO_1509,Mobile,Sony,26338,2,6
1565,ELECTRO_3593,Tablet,HP,117896,1,2
875,ELECTRO_2333,Mobile,Xiaomi,68844,4,1
40,ELECTRO_1141,Mobile,Sony,58794,5,7
1580,ELECTRO_7300,Mobile,Samsung,143273,2,9
460,ELECTRO_4088,Accessories,Apple,49762,5,7
2862,ELECTRO_8096,Mobile,Samsung,138001,1,7
51,ELECTRO_7398,Headphones,Lenovo,46879,5,9
1969,ELECTRO_7201,Headphones,Dell,110397,1,2
1637,ELECTRO_1843,Mobile,Apple,65797,2,2
350,ELECTRO_5738,Headphones,Lenovo,39488,5,9
1358,ELECTRO_1520,Mobile,Dell,39673,3,9
1849,ELECTRO_5393,Mobile,Sony,19416,2,10
2016,ELECTRO_9148,Headphones,HP,136319,1,0
1533,ELECTRO_5024,Smartwatch,Xiaomi,57344,4,5
269,ELECTRO_1326,Smartwatch,Boat,87457,4,9
669,ELECTRO_8134,Smartwatch,Samsung,108802,3,2
1474,ELECTRO_8788,Camera,Dell,56925,5,3
1890,ELECTRO_4545,Laptop,Dell,86191,2,0
377,ELECTRO_6101,Tablet,Xiaomi,71245,1,9
954,ELECTRO_7539,Camera,Apple,126189,2,0
761,ELECTRO_6089,Headphones,Boat,38109,5,2
138,ELECTRO_1250,Smartwatch,Samsung,110098,5,6
2676,ELECTRO_8930,Camera,Samsung,72578,1,10
508,ELECTRO_4376,Tablet,Boat,112223,2,6
2461,ELECTRO_4759,Smartwatch,Samsung,38576,3,2
892,ELECTRO_4473,Camera,Boat,65962,2,8
513,ELECTRO_8620,Headphones,HP,98209,3,10
885,ELECTRO_1808,Laptop,Apple,111532,2,3
760,ELECTRO_4678,Mobile,OnePlus,116047,4,7
726,ELECTRO_8024,Accessories,Sony,6888,3,4
2772,ELECTRO_3609,Mobile,Realme,92167,3,0
1979,ELECTRO_3712,Accessories,OnePlus,139195,1,3
21,ELECTRO_4318,Accessories,Xiaomi,105244,4,3
687,ELECTRO_2928,Headphones,Xiaomi,14275,3,6
1684,ELECTRO_8702,Camera,Boat,52791,5,1
1391,ELECTRO_6257,Laptop,Boat,93509,4,10
2493,ELECTRO_9635,Laptop,Lenovo,128902,1,0
1123,ELECTRO_8346,Smartwatch,Lenovo,135327,4,1
629,ELECTRO_2336,Smartwatch,Sony,22638,2,8
850,ELECTRO_2976,Accessories,Sony,97432,5,7
1416,ELECTRO_7721,Camera,Boat,124433,2,10
857,ELECTRO_9013,Smartwatch,Lenovo,61753,3,6
2463,ELECTRO_3992,Tablet,Dell,36860,2,10
1636,ELECTRO_8592,Mobile,OnePlus,97702,2,0
2840,ELECTRO_6587,Laptop,HP,84617,2,0
571,ELECTRO_9497,Mobile,Apple,45817,5,4
1249,ELECTRO_1786,Accessories,OnePlus,33785,2,1
282,ELECTRO_4922,Laptop,Realme,64071,3,5
2724,ELECTRO_7170,Laptop,OnePlus,117623,3,5
942,ELECTRO_5567,Laptop,HP,59624,4,8
1305,ELECTRO_2454,Accessories,Boat,134591,5,5
565,ELECTRO_8773,Mobile,Dell,37283,3,8
1754,ELECTRO_9312,Tablet,HP,147679,1,5
7,ELECTRO_5921,Laptop,Lenovo,135833,1,0
2505,ELECTRO_9479,Smartwatch,Samsung,143679,4,2
1050,ELECTRO_1843,Mobile,Boat,140136,3,6
1730,ELECTRO_8462,Headphones,OnePlus,42625,5,9
1530,ELECTRO_3715,Headphones,Dell,147561,2,6
1049,ELECTRO_5705,Smartwatch,Dell,17344,4,10
130,ELECTRO_2796,Smartwatch,Lenovo,112130,2,7
1024,ELECTRO_6410,Accessories,Samsung,16693,2,3
1549,ELECTRO_6171,Accessories,Realme,27116,5,9
67,ELECTRO_9332,Headphones,Dell,106284,3,4
1407,ELECTRO_1381,Smartwatch,Xiaomi,130586,1,1
2796,ELECTRO_3194,Accessories,Dell,146967,5,4
11,ELECTRO_5638,Camera,Sony,136101,4,7
1516,ELECTRO_9754,Smartwatch,Samsung,105695,4,3
1352,ELECTRO_7965,Smartwatch,Apple,20264,5,2
2437,ELECTRO_4679,Smartwatch,Xiaomi,18154,2,8
2953,ELECTRO_1614,Smartwatch,Sony,109951,1,7
1870,ELECTRO_9458,Laptop,Boat,3725,5,3
660,ELECTRO_1459,Tablet,Samsung,136958,3,10
2838,ELECTRO_6411,Laptop,Sony,135419,3,7
1579,ELECTRO_1475,Headphones,OnePlus,63552,3,5
855,ELECTRO_5813,Camera,Dell,45967,3,7
1708,ELECTRO_5743,Laptop,Samsung,18788,2,3
1440,ELECTRO_1185,Camera,OnePlus,97608,3,5
1848,ELECTRO_1558,Headphones,HP,53167,5,2
165,ELECTRO_4832,Smartwatch,HP,8486,4,1
1749,ELECTRO_3232,Headphones,Realme,44557,5,8
908,ELECTRO_6111,Laptop,Apple,107515,4,3
1802,ELECTRO_9506,Laptop,OnePlus,98744,1,3
1009,ELECTRO_6807,Smartwatch,Apple,91651,2,2
2813,ELECTRO_7413,Laptop,Boat,15486,2,4
1524,ELECTRO_7259,Headphones,Lenovo,90778,3,4
1793,ELECTRO_9227,Tablet,OnePlus,133053,2,1
199,ELECTRO_5001,Camera,OnePlus,30129,2,8
720,ELECTRO_2358,Accessories,Sony,37515,5,3
2502,ELECTRO_4940,Tablet,Realme,75150,4,0
2771,ELECTRO_6292,Mobile,Xiaomi,149728,1,5
2468,ELECTRO_7889,Smartwatch,Dell,73362,2,5
2245,ELECTRO_5768,Laptop,Apple,146964,2,0
1288,ELECTRO_1252,Tablet,Sony,9174,1,8
438,ELECTRO_2633,Camera,Realme,12592,1,9
1823,ELECTRO_5198,Accessories,OnePlus,96330,4,7
1721,ELECTRO_9786,Smartwatch,Sony,142692,3,4
612,ELECTRO_9355,Tablet,Samsung,25674,2,7
2836,ELECTRO_4874,Mobile,Samsung,71798,1,8
707,ELECTRO_6707,Headphones,HP,36193,2,1
2295,ELECTRO_5999,Tablet,Sony,38791,5,8
170,ELECTRO_7347,Tablet,Apple,72387,2,6
1864,ELECTRO_1834,Headphones,HP,19573,2,0
852,ELECTRO_2361,Smartwatch,Samsung,32675,5,0
1173,ELECTRO_2727,Smartwatch,Realme,20009,3,8
1652,ELECTRO_7042,Smartwatch,HP,5150,5,8
2538,ELECTRO_6036,Accessories,Samsung,121368,3,7
1100,ELECTRO_8725,Smartwatch,OnePlus,1882,3,0
750,ELECTRO_8683,Smartwatch,HP,15847,1,8
612,ELECTRO_8600,Mobile,OnePlus,114322,2,4
1386,ELECTRO_7455,Mobile,Dell,53485,5,9
1076,ELECTRO_9100,Headphones,Apple,121577,3,1
446,ELECTRO_6179,Camera,Lenovo,120251,5,5
2244,ELECTRO_1254,Camera,Lenovo,146921,3,3
2352,ELECTRO_2873,Camera,Lenovo,121676,3,2
39,ELECTRO_1018,Smartwatch,Samsung,40267,1,2
1287,ELECTRO_9196,Mobile,Samsung,131230,3,5
1527,ELECTRO_8438,Laptop,Boat,60213,3,7
2387,ELECTRO_7859,Accessories,Boat,109836,2,2
779,ELECTRO_5788,Tablet,Lenovo,148828,3,3
1827,ELECTRO_8873,Mobile,Sony,72760,1,1
1692,ELECTRO_9186,Mobile,Dell,92701,5,8
2681,ELECTRO_2221,Tablet,Apple,31477,1,2
2700,ELECTRO_5585,Mobile,Samsung,91451,2,3
1932,ELECTRO_5924,Tablet,Apple,132296,4,9
2149,ELECTRO_2507,Accessories,Realme,38752,4,0
2091,ELECTRO_1745,Tablet,Xiaomi,85684,2,7
2540,ELECTRO_5529,Camera,Realme,110941,4,8
187,ELECTRO_4517,Accessories,Boat,25073,4,7
914,ELECTRO_4362,Mobile,HP,26347,5,8
914,ELECTRO_8109,Camera,HP,125085,1,7
1680,ELECTRO_2644,Camera,Apple,10331,1,10
541,ELECTRO_5759,Laptop,Samsung,31567,3,2
2449,ELECTRO_4196,Mobile,HP,20068,5,3
1318,ELECTRO_7566,Laptop,Dell,4644,3,4
2944,ELECTRO_6000,Accessories,HP,117228,4,3
1923,ELECTRO_2204,Laptop,HP,91848,3,6
2422,ELECTRO_4322,Laptop,Dell,48894,3,9
260,ELECTRO_6690,Accessories,Dell,130309,2,10
2251,ELECTRO_3688,Camera,HP,38246,2,5
1910,ELECTRO_8638,Mobile,HP,19807,5,10
517,ELECTRO_2062,Smartwatch,Apple,126699,2,7
538,ELECTRO_7868,Tablet,HP,137221,2,0
2570,ELECTRO_6120,Laptop,Realme,142289,5,10
1149,ELECTRO_7432,Laptop,HP,34250,2,0
489,ELECTRO_9400,Mobile,HP,141600,2,8
24,ELECTRO_9331,Laptop,Apple,5149,2,2
1375,ELECTRO_8174,Mobile,Apple,139529,5,2
1125,ELECTRO_5743,Laptop,Xiaomi,122364,5,4
129,ELECTRO_8614,Laptop,Samsung,144480,5,1
20,ELECTRO_2232,Smartwatch,Boat,42314,3,10
831,ELECTRO_6575,Camera,Boat,95583,1,2
1098,ELECTRO_9670,Laptop,HP,51017,2,0
2669,ELECTRO_2302,Headphones,Realme,126801,1,2
2871,ELECTRO_2151,Accessories,Boat,65599,4,10
2265,ELECTRO_6572,Headphones,Realme,103733,3,2
